"","t2_Ec_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t4_Ec_2.mzML","t2_Ec_3.mzML","t2_Ec_2.mzML","t4_Ec_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t5_Ec_2.mzML","t5_Ec_C.mzML","t5_Ec_3.mzML","t6_Ec_2.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t8_Ec_C.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t9_Ec_2.mzML"
"10304_604.448_7.192",3766,3766,3766,3766,5675.7695,3766,3766,3766,3766,3766,3766,3766,5786.3096,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10307_388.357_7.184",3766,3766,3766,160312.17,350444.2,157023.33,194136.1,140121.31,123749.914,101100.27,130256.98,147266.4,1002893.06,103467.98,126526.72,98570.586,157159.25,115973.83,102465.08,105450.71,104369.3,131511.7,134913.89,111315.42,57048.336,79178.86,107787.695,62332.23,90024.58,117023.19,105622.9,90086.125,103092.664,52039.77,96334.27,85974.25,91143.23,95885.65,46938.19,83100.06
"10308_614.818_7.157",44423.7,36300.785,66219.21,4613.241,26094.066,35650.63,21849.281,35920.58,52014.227,33105.48,35545.1,32145.959,29057.438,38873.715,43975.254,19839.387,47394.41,21114.54,6094.414,7980.092,17945.404,44032.65,16152.977,41203.234,24533.076,62852.723,17863.752,63930.715,56608.484,46245.29,39586.48,24330.27,25443.664,56218.387,51246.67,13115.216,44646.695,50325.938,30892.914,11210.717
"10312_709.379_7.162",3766,3766,3766,3766,3766,12451.791,3766,3766,3766,3766,3766,3766,64137.023,3766,167032.77,3766,3766,3766,3766,3766,12693.395,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4878.0728,3766
"10316_794.65_7.196",14975.956,202840.9,222814.33,652277.9,292592.28,24604.348,223672.58,20353.803,52327.586,10819.376,45469.574,42180.145,15869.536,3766,16026.019,5519.1235,14220.196,38811.066,3766,3766,3766,4437.6846,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10317_261.131_7.165",22950.98,38894.28,9946.345,46633.254,35391.797,53111.22,6442.897,52294.645,52251.703,54992.242,23365.816,25486.672,51799.086,137183.05,37557.047,53692.734,18966.309,48356.73,32983.152,28012.93,19747.09,55986.113,21303.363,51034.05,31794.293,57304.555,31549.273,54165.066,61468.54,35116.145,64267.05,62442.367,63262.516,58565.582,65570.805,14482.4375,64391.33,43764.234,62641.36,37049.8
"10319_446.887_7.231",21592.053,5043.8047,17599.73,3766,4865.9937,13961.68,12111.528,37566.086,12454.457,47841.555,23816.375,16769.09,19534.637,33719.848,32432.63,56466.824,17638.24,32555.867,50279.25,45320.96,37915.258,97653.18,11513.349,21139.887,31516.996,37110.71,28887.25,33361.836,6662.744,25036.95,28557.854,41328.707,27413.98,10984.093,45389.754,20375.963,28659.03,43156.23,39675.867,43070.254
"10322_1301.321_7.227",3766,3766,19258.664,3766,7343.2056,53372.254,4563.4443,3766,98321.28,3766,71512.47,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10330_437.193_7.214",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10331_646.576_7.227",3766,3766,3766,3766,6707.8296,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10332_1054.297_7.251",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12217.824,3766,3766,3766,3766,38120.566,185700.52,298934.94,3766,65852.17,146974.2,214157.44,3766,185045.23,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10339_420.885_7.203",313751.16,300629.6,310634.56,285990.7,253484.8,337763.56,261791.97,317400.25,302407.4,304990.06,328558.3,321478.2,317817.7,310674.75,307838.75,311266.03,328183.4,315420,305446.1,289289.88,287747.2,309737.06,289776.84,295960.1,310622.97,339847.12,300097,342173.03,325472,311162.8,326675.84,329864,329471.44,316583.5,320195.62,2337312.2,295687.8,320780.44,297721.44,290395.84
"10345_717.468_7.175",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,20186.113,49379.52,3766,3766,3766,3766,17528.629,27591.295,32239.332,19189.756,3766,61496.03
"10350_964.784_7.229",35114.848,19546.816,21519.734,12455.197,19649.922,198157.81,3766,69083.87,30470.826,128632.2,121636.85,40329.73,37345.832,40395.87,38094.438,315701.88,18699.44,42234.72,18882.861,294168.94,201688.98,52747.184,37960.098,64811.465,71663.875,169341.06,64585.414,46125.363,59570.082,35183.19,44468.55,41153.684,51279.805,61584.582,178210.98,3766,71683.77,44429.254,50106.465,30540.934
"10351_391.368_7.208",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5704.3564,18613.273,29393.006,35251.676,40459.277,8461.803,3766,3766,6572.954,19167.912,3766,7361.396
"10352_490.87_7.22",87121.06,413324.06,84079.2,71235.46,62814.4,84200.71,68028.33,562501.75,77294.28,550502.2,83189.61,32188.682,84153.45,565696.8,66110.41,33365.19,81232.33,85879.72,83628.1,54065.195,75463.19,82039.07,75052.81,80841.53,81189.695,93247.06,77578.02,90569.3,88254.68,83463.016,87474.19,86680.516,86637.31,85610.89,531034.7,79392.38,80584.99,85508.836,523579.44,76514.484
"10353_885.674_7.255",3766,3766,3766,3766,3766,3766,3766,27890.258,3766,3766,3766,3766,26345.05,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10354_692.834_7.229",165002.2,139805.1,122275.37,130168.82,91965.3,160079.36,115916.05,163339.88,150980.72,162568.97,153702.62,168272.75,160733.73,26070.42,166047.73,164713.77,162600.72,108778.76,158870.6,162484.9,162791.1,163437.97,161202.55,162146.58,160646.36,158843.39,131085.34,162418.9,158049.2,161668.28,162379.73,157361.42,161604.83,157370.38,154915.27,151736.45,105849.85,160846.2,147859.42,152847.45
"10355_760.822_7.241",136473.17,110917.04,129750.61,100978.35,79224.72,127471.36,90389.05,137203.8,121972.33,134317.1,127906.52,135241.38,60286.453,134493.38,136056.11,113741.14,134889.2,135140.3,129484.82,135260.3,137297.2,132930.11,518195.84,130882.65,134985.42,125882.266,86984.36,129197.8,127902.32,126727.055,131043.945,126269.09,130429.53,128840.11,125238.4,126007.78,122932.31,128850.45,118091.19,124174.58
"10359_558.857_7.226",58971.727,65804.07,70665.76,62512.54,82523.836,77250.01,24537.932,63154.684,65404.32,69775.31,71316.32,330735.4,72698.64,73278.234,72334,77589.516,467074.03,16351.396,411435.16,57410.348,56655.55,69361.625,71345.766,71312.99,46219.086,56674.406,327424.16,12908.92,74931.43,73277.52,76962.125,20624.365,74099.53,74335.945,40523.137,34561.004,67402.625,259221.62,69619.266,466707.94
"10360_828.809_7.24",103372.625,81520.19,88977.42,72600.45,20123.068,98740.86,37360.133,101261.51,92862.24,18212.451,85427.91,97141.04,106842.97,105059.24,46481.375,110033.55,50694.727,102846.14,71916.984,104538.336,106250.77,74340.68,105173.945,59429.61,86395.17,95772.05,66207.41,92152.5,55305.86,95895.35,29167.053,94791.51,96594.58,75751.625,97228.97,97390.04,64557.004,98265.96,90837.16,93744.08
"10362_531.387_7.22",14908.988,12037.362,14026.701,12414.713,14685.737,14452.922,7011.1484,46339.043,19880.379,92905.26,24022.514,40724.484,28853.621,50546.656,21147.06,19566.318,22795.145,9942.146,30956.893,43783.086,41212.133,91939.52,30907.656,68137.055,82886.664,23554.182,46421.582,43425.68,26695.277,192475.81,23544.197,25980.14,44604.684,65226.98,48387.047,21954.037,30624.344,178160.88,40018.04,17397.258
"10364_745.499_7.184",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,45409.22,19565.229,3766,10825.778,31741.18,3766,3766,3766,3766,42339.613,24091.473
"10365_1110.789_7.263",49820.707,4308.4297,30900.828,11832.968,3766,19873.45,3766,60668.453,9272.392,122569.74,34520.14,45186.13,58269.85,26214.385,55067.957,120876.47,31180.562,22215.988,68800.555,11816.299,17233.238,64910.074,153677.78,73346.94,74728.67,6795.1333,75678.86,11539.042,27608.104,33305.535,31465.402,21948.332,11201.615,20996.209,83286.23,17312.492,9157.2295,33179.27,39157.434,20205.725
"10367_624.847_7.232",187152.77,84479.96,188765.53,120011.25,128490.72,186738.25,136994.4,197138.33,173562.62,195239.55,185954.14,198115.73,198072.53,193699.58,192273.92,197366.02,191334.78,196482.23,195001.83,190276.97,190971.1,195276.95,185893.84,193964.36,190145.31,201863.81,76421.8,200619.9,195880.11,193614,196143.83,193294.62,187652.9,194130.8,194210.47,182749.17,182335.97,192990.34,176876.55,179956.95
"10368_702.863_7.28",329107.56,202193.78,295701.34,181488.36,122696.71,268255.28,148372.12,347652.97,250079.92,353954.2,272021,312668.03,355371.25,370907.3,353576.6,369731.6,317491.53,324222.34,379291.84,386008.97,391083.9,359312.25,386596.7,378435.44,383499.94,241244.7,388621.38,247426.66,264782.72,292661.56,277272.6,268964.56,274860.3,302736.56,298911.25,302328.3,302419.97,297220.47,311483.47,302993.47
"10369_452.482_7.225",3766,3766,3766,12591.457,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10992.533,3766,3766,5590.7754,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10371_838.838_7.272",182628.97,49501.434,161484.11,89434.234,27307.559,146951.56,74579.266,191797.78,132819.02,198858.6,148843.84,175538.48,169726.42,214597.6,115031.07,205303.67,180379.47,173186.08,207459.19,220767.58,228247.34,207719.19,218053.02,218047.64,220419.36,113305.97,224647.16,129532.555,140767,156731.28,153416.66,78524.36,146161.36,163113.11,165174.3,173430.97,161044.36,159947.12,170274.23,163587.33
"10372_294.939_7.259",224822.39,189059.64,221876.9,169254.61,140656.19,215415.22,156256.97,221494.53,207120.31,221915.62,220820.66,228471.17,221850.92,238258.27,237600.08,227338.47,219052.22,218609.3,230739.17,234968.83,246841.31,232734.6,239965.55,236906.66,244703.61,206386.69,241214.16,196703.62,193926.11,209388.69,205643.62,198696.88,204185.12,206376.23,213611.38,218426.6,205236.78,216472.31,215893.17,208709.98
"10376_362.926_7.282",738690.7,532112.6,710135.44,508812.6,410190.66,683438.1,444042.66,764876.6,641631.7,742127.8,661627.8,711492,748124.1,768699.1,760032.9,759135.1,714294.56,684672.9,757020.4,782646.3,806362,760332.75,783317.56,786222.56,825510.6,592079.9,799927.94,597422.56,643940.56,680526.06,653267.7,624325,632658.2,694664.4,667240.4,690159.6,664573.94,692464.9,659758.7,656690.4
"10377_566.888_7.286",582704.75,353426.66,529549.7,339640.28,256004.05,496822.53,290057.4,605637.8,468231.2,585396.4,486414.44,547848.3,605069.9,621190.06,605897.44,614502.94,560785,527317.2,614115.9,642066.5,657571.5,605386.1,637634.3,639960.6,683922.94,432106.56,651576.8,440656.8,484158.3,534448,508085.62,475366.6,483998.12,541336.56,528926,543980.5,523931.03,538898.94,520092.75,526661.44
"10378_548.503_7.225",3766,3766,3766,3766,21558.467,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10381_634.876_7.285",415684.88,267805.97,383828.44,245177.78,176805.4,349163.4,196758.72,443878.06,343357.78,468243.5,355055.06,402972.06,455478.12,479396.03,471873.47,466584.2,409421.8,387718.06,485596.8,487685.9,495256.06,453312.47,498312.78,490945.03,496673.56,325131.72,517782.12,332096.25,357808,390826.6,381614.56,360778.47,350251.72,398550.84,390167,414350.25,410388.47,404881.5,385536.72,403465.3
"10382_158.964_7.265",305392.2,259136.36,300327.38,249171.62,214003.7,285651.22,217013.6,319750.25,284968.3,328187.5,291977.7,300635.62,321918.62,330203.22,328439.47,328390.8,309011.3,311097.06,331847.22,335218.75,320867.16,320660.22,326274.28,329882.1,334799.2,262147.97,330738.94,262334.12,278088.75,290587.97,290695.84,281054.72,274044.2,296316.7,295593.47,295714.06,288843.94,298022,296277.56,296066.62
"10383_906.826_7.281",133748.2,29188.406,118097.44,41978.742,19250.084,100722.29,38407.555,85986.86,81288.77,147223.06,110520.35,127979.55,150738.81,157420.31,152068.12,153798.28,52381.21,131713.05,160324.62,168211.98,162140.88,150413.31,167437.58,161438.39,167245.94,86741.08,137634.97,51572.934,34095.83,117288.55,112850.85,60781.652,79475.63,119744.414,92592.73,123450.46,119997.75,120530.07,125705.41,57581.42
"10387_980.278_7.278",172490.69,3766,134863.16,3766,3766,132109.45,3766,3766,106787.375,3766,140719.06,231533.48,3766,3766,3766,3766,201084.9,158158.06,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10391_770.851_7.289",239966.7,144369.16,223835.06,127852.36,89120.87,202021.98,107328.195,253384.95,182513.53,257226.9,210612.2,228382.61,255654.53,270697.03,274750.25,267896.22,243305.02,239502.58,273755.53,289745.8,294124.2,275634.34,285211.8,290657.5,293778.12,22985.23,307477.06,169745.61,185083.36,217967.73,206767.23,186736.4,201185.92,217453.16,220826.52,228648.08,222616.38,216194.11,228033.05,218955.22
"10394_896.797_7.255",69776.805,41483.47,52249.027,57114.977,33255.11,80707.29,17239.879,77377.016,74054.45,80895.61,245301.19,82314.77,116697.19,21208.338,89727.92,41106.008,24677.43,83252.586,86772.695,87827.05,66644.82,40401.863,58282.137,88661.414,90071.59,37845.08,88205.12,55792.457,78568.57,80472.125,150288.25,80082.92,52573.95,22177.006,76252.82,76695.38,36197.086,82661.91,76470.5,74325.125
"10397_498.901_7.293",710998.1,472550.5,646016.06,434773.53,324882.03,623144,393208.5,723252.1,598976.6,759221.75,619203.8,674487.3,731701.94,764359.06,765229.3,750868.3,714102.44,684458.44,798779.6,777869,803193.94,740850.56,782285.44,786738.5,814007.5,552346.94,812510.94,557193.5,619168.3,673878.75,641855.9,625025,610645,665549.4,661036.7,671805.75,666720,672170.7,650109,647735.3
"10398_569.432_7.233",3766,3766,3766,3766,29452.717,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10399_526.435_7.228",21159.775,39575.47,40390.555,37101.777,14453.187,8314.418,10018.27,97059.9,45977.824,35510.71,30012.59,44339.707,21156.19,182559.17,6120.56,148291.28,91482.125,4054.3855,89391.08,84395.3,128748.836,58743.555,95330.61,144041.72,85399.18,11575.402,184995.86,3766,27391.809,44995.816,3766,81861.04,3766,147955.61,26927.887,96578.84,91881.91,50313.96,122415.64,111367.65
"10400_226.951_7.293",2224166.2,1828467.1,2167698.8,1726436.6,1372190.5,1992646.9,1531639,2220941,2007421.8,2299101.2,2063580.8,2125882.8,2119152,2294126.8,2272915,2244261.2,2220869.8,2237519.5,2320335.5,2310800.5,2386706.8,2218841,2333556,2294959.8,2356531,1926438.5,2397383,1963048.4,2017752.2,2043748,2068237,2011986.1,1995619.5,2095219.6,2140438.8,2023085.4,2092991.4,2048724.4,2134525,2106532.2
"10402_1032.771_7.253",15762.981,4876.616,32410.658,3766,3766,49957.945,7664.2197,13892.3125,45724.707,85986.69,54720.605,37544.42,47477.055,50460.105,91086.984,52027.883,84145.016,30415.525,50412.887,48450.04,228312.27,98854.805,37884.59,58624.637,57871.445,11273.063,31896.578,27922.234,9759.108,81891.23,19784.955,24462.871,49597.008,8094.5547,38614.434,78349.984,31258.467,104955.12,34102.926,39521.816
"10403_265.962_7.27",38779.523,44968.363,97759.94,41415.492,72394.53,89153.73,74390.625,98128.47,91047.19,94588.39,91682.55,93517.54,79059.25,97205.164,98808.23,93605.15,29854.996,89133.664,98914.18,98962.92,95622.93,97020.53,100278.98,97691.02,99263.28,24327.006,101331.72,74794.35,76830.83,83171.84,49720.45,29293.162,80924.36,86761.375,69109.04,44927.67,84466.96,82778.23,87067.64,59483.027
"10408_974.813_7.292",100051.43,30984.434,88702.48,55666.965,24947.512,79795.3,17112.438,109658.766,72821.44,41181.52,40612.777,88864.64,109761.02,97674.516,86097.64,111445.266,222889.44,47781.73,119830.37,122962.96,132505.8,86778.38,123179.69,129232.03,130971.5,32720.896,123277.64,63816.766,28600.602,73111.305,82305.695,53495.812,29567.502,90907.25,217645.61,89702.11,77266.38,43910.613,34881.125,88901.18
"10414_553.458_7.238",3766,3766,3766,3766,17786.62,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10415_1077.224_7.292",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7226.336,3766,3766,3766,3766,91733.34,245455.69,348018.75,3766,262063.12,191422.45,282687.22,3766,275460.25,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10418_556.86_7.25",217400.73,199794.17,85319.67,104306.914,156940.9,214226.03,164844.9,217290.73,199895.73,230973.72,219714.8,214160.44,219445.52,214576.9,214687.5,218072.69,224990.72,221675.44,206965.7,210581.81,220102.61,217972.73,212820.78,1461905.6,217844.28,227123.03,69675.51,230872.05,225743.72,218610.48,222323.92,224524.6,215835.3,217054.42,216137.98,209627.98,207863.97,216892.39,201205.05,206798.06
"10419_475.414_7.24",3766,3766,3766,3766,62308.156,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10420_242.925_7.274",19524.596,42551.363,57598.44,53213.543,12787.58,60379.793,118161.234,65822.836,34515.6,67492.67,60498.08,61832.848,65957.984,69044.945,65096.88,19508.129,67494.68,31178.465,27621.162,72912.29,64171.105,70996,71658.75,70809.71,76081.664,59107.387,71438.02,57630.367,63572.887,67383.445,63369.055,48886.094,60338.49,65924.34,65627.42,66278.14,15699.038,66567.72,59488.402,65928.44
"10422_430.914_7.305",1059157.6,748006.7,1001216.4,702182,536336.6,923428.3,586203.8,1066351.9,912290.75,1102213.4,938022.8,989053.6,1081301.5,1116425,1083866.8,1087489.4,1053358.4,1023454.1,1077634.9,1155787.5,1184098.6,1064215.9,1094588.2,1128289.4,1181628,879200.5,1164556.9,817364.56,918030.25,982780.1,923121.3,897964.06,899629.5,964223.56,999092.25,984347,984502.56,971009.5,955469.6,995433.2
"10428_385.292_7.251",33120.21,22374.383,17051.555,19556.906,17455.373,40516.2,13845.184,45103.035,18718.238,48423.746,24295.562,20363.209,40225.016,27987.38,17168.76,45871.52,9728.525,20680.277,41683.574,46188.445,40919.508,3766,47226.008,28910.098,60906.617,15443.205,34850.6,8552.501,45122.77,32753.309,10734.569,28442.86,32489.195,33893.133,39286.3,44490.55,30644.727,43018.586,43907.16,23413.375
"10429_544.457_7.262",3766,3766,3766,3766,3766,21695.342,3766,3766,27663.701,4450.51,10240.058,3766,7951.3325,3766,3766,3766,3766,9811.236,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10430_768.634_7.247",3874.266,98390.65,7971.625,105447.42,129597.81,43936.395,123872.62,3766,19447.92,3766,7225.711,3809.1216,3766,3766,3766,3766,6161.124,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10432_1042.801_7.292",74703.8,12306.677,19505.975,22541.014,3766,116859.836,11104.671,80014.03,19616.781,84882.766,61709.07,74581.59,67502.93,91977.98,38610.113,76043.836,76496.81,40830.688,89934.39,90042.72,35528.57,50933.18,97720.49,93444.664,38360.895,28427.893,72671.27,43809.105,45085.55,64885.555,55127.465,130170.96,43579.277,65133.906,65487.71,68463.7,15569.733,38184.418,68740.11,66884.24
"10441_312.326_7.254",3766,3766,3766,3766,7164.8115,3766,3766,3766,3766,3766,3766,3766,25978.047,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10442_647.459_7.201",3766,3766,3766,3766,3766,62112.97,3766,3766,3766,3766,3766,3766,162591.12,3766,432772.16,3766,5576.67,4352.791,3766,3766,619186.2,3766,3766,8835.794,3766,3766,3766,3766,7566.384,3766,3766,15402.464,3766,3766,3766,23090.49,23925.145,3766,56567.16,41019.207
"10444_607.429_7.248",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,15641.078,3766,51810.84,3766,37769.89,57633.66
"10445_750.407_7.198",51378.15,3766,4414.4487,3766,3766,30837.049,3766,11662.102,16683.28,3926.4373,3766,24201.025,16060.189,13853.431,679460.5,34980.8,70804.23,50982.605,27944.783,25431.258,796603.6,20412.783,10232.797,27789.38,3766,3766,9856.109,3766,21266.328,3766,8254.448,15064.629,14566.942,3766,5600.272,49418.336,44092.457,3766,89751.21,83155.44
"10447_1075.226_7.326",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,44091.867,3766,21973.719,3766,3766,42611.793,209106.61,324229.56,9149.711,249791.05,193624.3,278288.62,3766,340029.4,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
