"","t2_Ec_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t4_Ec_2.mzML","t2_Ec_3.mzML","t2_Ec_2.mzML","t4_Ec_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t5_Ec_2.mzML","t5_Ec_C.mzML","t5_Ec_3.mzML","t6_Ec_2.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t8_Ec_C.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t9_Ec_2.mzML"
"10062_566.888_7.066",489828.47,307216.88,429743.2,282670.34,202637.9,406842.2,235108.34,509392.72,399313.8,519477.03,416546.5,454581.34,524342.9,511587.16,519910.4,525814.3,463985.03,424953.66,529575.1,554826.3,570764.7,520651.3,556779.9,542927.6,561326.2,381422.5,565311.25,372976.62,399228.5,417490.8,431457,413207.12,420403.2,441855.4,438913.2,462791.38,445516,431211.75,447283.75,454787.84
"10063_242.925_7.013",13547.162,71987.37,56328.13,6110.967,9508.031,107727.375,36257.14,55237.92,24705.791,63027.72,54508.035,18355.29,59690.133,35427.133,39477.06,19598.762,56252.797,57357.875,39433.668,67311.61,68346.04,64601.23,66857.766,32438.691,61724.38,145811.4,53674.24,51933.41,53207.746,60855.145,57755.145,44159.094,58209.254,7680.5254,59551.996,57248.062,57400.164,26718.04,57192.273,57748.227
"10065_218.92_6.953",85610.586,130570.555,124939.19,129169.95,126631.52,87866.51,128637.29,115609.78,865144.3,93571.664,124831.38,121293.65,117453.4,111473.08,63329.723,113802.375,115332.39,125210.17,112751.414,72813.89,104918.73,107925.84,100372.59,106241.64,91397.266,134243.69,42916.184,988193,126940.74,111718.555,123467.24,919045.1,123040.36,116542.87,116652.68,710878.9,851344.2,112472.695,107545.24,80880.72
"10070_717.468_6.943",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,55484.984,69917.37,3766,10836.757,3766,6144.0347,39233.926,55815.348,39319.66,26186.246,3797.7458,31734.92
"10072_964.784_7.017",39144.2,24111.756,19399.771,17266.523,3902.3442,21981.857,26654.191,63086.832,49455.785,61220.977,23493.543,54841.492,20129.184,63910.066,10029.0625,40295.266,13433.241,24601.604,9742.207,61674.46,40892.258,42243.773,61562.36,121603.9,64330.35,33199.098,67942.56,35755.754,18235.34,12926.038,23135.826,53882.777,52589.73,48647.723,38429.992,40349.535,49527.418,53544.164,43195.625,51627.695
"10085_385.292_7.018",9487.65,16945.82,27675.227,7451.6943,12250.283,9547.035,23640.451,44961.652,36975.35,18523.176,39200.61,4101.37,13214.009,32747.6,47087.06,17734.4,22260.518,3766,16993.402,40712.03,47159.39,34484.098,11360.677,26430.684,45705.727,39103.23,14030.478,16409.477,43426.137,45488.863,41780.484,32315.68,19619.008,19629.242,36037.617,6443.712,28355.998,39519.145,44359.168,20409.69
"10086_457.35_7.006",9054.883,45849.6,27327.613,17640.752,14136.059,24428.518,24424.951,54460.887,38120.27,9472.283,46453.04,33158.953,54965.53,58495.133,26964.303,54992.457,49365.156,7325.7266,31458.73,62396.477,40925.965,61257.14,27007.705,46785.066,34621.54,28887.377,46497.125,97518.805,54468.38,23107.85,23629.498,34320.035,13481.07,26745.414,15021.056,49547.297,46833.023,40502.16,56955.258,54791.363
"10089_604.497_7.017",3766,3766,3766,23633.77,33176.9,15366.567,20877.545,3766,13632.024,5961.446,18232.166,7000.0327,12218.101,6053.163,9677.841,5195.611,7001.043,6662.294,7101.872,3766,5974.823,5874.4175,6081.8633,5378.359,3766,3766,5124.442,3766,5371.655,6426.116,5087.667,5055.9336,5742.4297,3766,7220.7524,4719.311,6083.421,7004.5073,3766,6138.2847
"10090_794.65_7.03",13793.753,169902.39,38541.22,213597.89,566886.6,109438.8,238731.69,5013.2866,71520.79,13736.949,40686.38,12768.569,7872.1973,3766,6104.419,3766,13952.848,33258.688,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10091_1374.343_7.044",3766,3766,3766,3766,3766,3766,3766,35231.133,3766,69932.68,3766,3766,106097.84,3766,9049.479,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10093_929.187_7.038",3766,4244.5747,3766,54399.52,4956.7163,3766,5249.6045,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10094_974.813_7.076",32741.385,29501.389,6078.618,9083.668,3766,59842.96,7738.731,80919.36,21810.947,21814.492,32086.545,44742.242,81481.43,121952.48,84461.055,91107.04,75887.305,73588.88,55884.793,89125.42,99042.21,60663.375,97166.14,91788.414,94846.266,31633.658,100413.15,22613.35,33159.363,62493.51,55581.69,54430.445,39598.234,61274.844,61215.523,61741.16,51270.062,37833.24,58678.816,66382.53
"10095_553.39_7.017",3766,3766,3766,13000.767,17314.113,17847.418,14858.616,5197.5283,13068.636,13114.307,16342.839,10492.808,21850.943,11089.168,16166.446,11669.174,10572.629,8335.697,17490.133,9573.927,10111.851,13299.631,13514.598,13181.389,5818.731,6049.742,11613.441,5517.1245,14965.29,23656.613,14766.236,16352.705,17069.611,10185.83,20985.723,14727.778,25143.826,21101.662,10248.778,22159.49
"10098_473.345_7.033",43957.87,35383.094,21242.346,24105.451,9107.617,11670.227,28772.799,38649.473,28608.152,35858.05,12401.083,17292.287,42910.34,46363.324,11611.767,15807.482,23458.61,41524.29,47595.273,43845.742,48772.145,36072.25,19424.361,24388.207,46528.504,36636.19,36445.09,6415.24,24863.246,26620.344,20983.312,23941.717,7662.1265,39213.973,44063.72,8842.189,37458.355,23112.352,21693.654,8820.912
"10101_828.809_7.037",38996.746,54375.918,89591.266,13306.81,19412.45,69036.92,53611.242,31226.338,81237.82,100679.9,92170.28,96257.875,98112.836,97378.73,98811.61,67799.06,88579.97,68069.85,89788.164,102240.81,101601.89,96682.23,98185.01,94605.23,96571.766,75142.04,54096.184,83749.24,72639.53,84331.875,87120.06,86490.08,83834.88,87702.96,87851.62,50179.47,85744.86,85351.19,75855.47,40505.285
"10102_490.87_7.026",520886.66,74991.88,59727.07,70237.28,39945.242,52913.72,65636.195,80022.586,79308.14,81038.02,82235.81,84244.53,352970.94,80761.945,77177.484,11228.91,37152.574,84920.34,36500.52,79519.555,79782.84,62217.996,73574.63,520689.06,452746.6,90490.73,18690.732,88275.68,84885.5,78564.875,84073.8,73145.02,84934.86,76146.2,81259.73,78810.5,78725.58,31443.543,71178.11,75183.82
"10103_750.793_7.009",35889.684,26750.418,23033.37,29697.79,9432.71,37484.08,14591.96,10822.889,43925.53,8974.307,46037.742,22163.785,37221.97,5210.6665,11456.013,19492.256,23477.96,18965.656,34394.27,11622.156,28124.617,3766,20682.73,20038.74,17424.578,20084.32,34887.586,44506.125,7253.0938,23956.111,24328.754,33743.15,45920.715,40232.316,42619.23,36854.27,5451.4277,14950.332,9580.927,17571.133
"10107_340.357_7.029",3766,3766,3766,42733.47,46908.273,46926.953,50430.688,36964.777,36527.285,31194.445,37794.08,43804.668,112763.85,36576.91,38165.918,31325.104,42796.355,36079.42,36445.008,31655.602,39143.55,32603.33,38237.582,37536.047,18795.217,29678.516,36132.836,24858.408,30355.72,28187.912,27486.074,31673.953,34342.344,15117.231,27947.24,17186.207,19651.438,26550.15,12764.737,23918.809
"10108_624.847_7.035",184233.14,152031.31,184713.55,140383.36,116519.16,185677.78,125468.65,183951.5,172288.25,194602.44,180336.62,182480.7,196010.08,189684.94,163745.78,189918.22,189492.75,186773.52,183359.12,183346.67,197438.72,183990.66,128504.555,189000.66,185830.92,183177.55,187299.52,183619.72,169699.38,183815.03,186654,190296.6,178578.72,177062.64,180518.08,178479.27,173727.6,175011.75,173676.1,167501.39
"10115_261.131_7.006",21593.068,43303.566,16521.568,50498.137,22426.93,90723.89,48954.71,58824.297,52760.027,12510.326,57079.848,34171.773,63537.824,28804.127,39978.87,57494.99,61319.44,25952.168,24051.852,56998.31,49712.938,58904.42,51747.383,56282.54,22452.205,62031.21,38109.273,63157.207,56787.484,66710.72,68323.2,30913.412,67904.8,62848.973,66460.63,31620.09,66084.15,66020.63,63757.004,47546.184
"10117_651.455_7.033",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,14255.405,7014.9824,3766,3766,3766,30083.992,3766,78691.22,6000.9004,115616.24,125908.734
"10122_927.187_7.093",3766,35560.812,3766,75560.83,38575.047,3766,61209.047,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10127_682.806_7.005",20333.094,50032.77,42764.203,50766.484,35554.867,11295.531,27518.1,31957.209,49187.996,35371.07,122118.96,30086.129,24579.064,9418.009,7641.311,36802.973,46340.887,38491.297,14909.051,22781.594,14066.43,13213.899,37185.11,14700.917,11725.92,7471.613,17765.639,59804.17,10822.158,24986.934,10468.769,24921.637,18605.678,38453.77,47762.734,22162.201,4755.3643,47134.723,41364.754,41254.785
"10128_1042.801_7.109",53220.3,4945.9688,24641.635,3766,3766,45915.57,3766,61896.33,39879.14,15675.637,28985.908,37413.28,52971.785,56214.188,61129.945,70841.17,52712.336,53280.582,22860.783,25019.838,70185.2,112247.73,73860.19,68519.03,72495.75,20282.2,76130.82,32025.904,4643.619,48393.78,12157.387,41403,25891.04,19652.418,23819.637,20410.314,45537.902,47956.297,37864.312,20151.553
"10130_587.548_6.999",3766,4521.631,3766,3766,111577.414,3766,4365.075,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10131_768.634_7.064",3766,91623.5,19953.018,38950.586,251247.97,15695.293,111746.47,3766,4042.3647,3766,32601.357,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10136_880.718_7.075",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10139_1032.771_7.091",17054.045,19594.08,33882.734,10600.297,3766,35521.957,3766,101584.15,19465.22,10208.594,15901.726,74542.72,20634.447,15180.863,34974.496,34900.98,9482.086,24359.016,25825.639,6949.282,57611.53,10225.342,101777.71,15824.307,141809.78,18673.223,57900.387,7232.6562,32375.01,34022.777,34593.645,32959.23,36683.316,44676.043,25205.236,7735.622,8275.561,34632.543,77894.8,29175.6
"10140_546.831_7.017",49196.55,20102.883,42791.223,58529.117,57171.777,24613.684,46153.812,52200.8,58988.418,48876.926,62911.29,69600.76,53110.17,5543.38,20904.293,51964.707,53918.04,56523.316,47931.35,36298.652,18266.7,43677.457,39676.75,45793.027,14931.737,72652.32,44614.094,70910.57,63990.062,20544.91,42881.414,64056.965,15665.349,56280.734,18464.355,30871.523,20539.63,53910.465,40836.016,47939.734
"10144_614.818_7.014",27107.838,44418.215,8339.58,55584.42,53144.426,79021.32,53765.043,49674,55552.555,34702.035,46754.664,34693.11,32810.492,14217.139,25683.426,50701.324,55437,28560.988,23318.68,11283.726,18825.098,8610.085,18148.62,8532.206,42238.426,67111.945,42128.715,55310.906,19388.545,30885.424,16584.855,15314.866,38588.973,29930.408,53907.758,16521.158,30878.357,29346.633,9174.541,11201.695
"10145_816.63_7.085",3766,24558.33,3766,7864.7817,50362.254,3766,3796.6943,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10155_488.301_7.065",3766,62873.363,3766,26019.57,200901.66,5584.656,48903.9,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10158_508.39_7.079",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8354.218,12706.85,16301.088,16462.525,4036.1252,3766,3766,3766,3853.0325,3766,4264.0166
"10159_1076.227_7.14",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,24838.883,3766,13142.652,3766,3766,56538.293,193334.75,301815.6,3766,211587.05,158490.64,215353.84,3766,159110.28,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10160_681.42_7.077",3766,3766,3766,3766,3766,54948.254,3766,3766,3766,3766,3766,3766,52561.05,3766,121248.9,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3981.5698,3766,3766,3766,10934.014,6393.2905
"10161_385.292_7.076",14931.029,28122.326,42318.03,14295.363,22045.428,37475.832,14164.838,46407.402,32019.008,33655.207,38856.215,16927.373,28680.613,42081.824,47454.17,23310.326,10627.465,43858.59,31447.871,77915.86,176204.77,19385.992,15284.134,47334.44,213405.72,25970.332,19165.299,42736.81,28658.793,13552.262,27514.887,19513.254,32298.922,4725.7593,21519.684,11863.471,43996.32,24156.066,41326.508,35617.15
"10164_745.5_7.058",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,28407.97,15416.548,9673.307,3766,21571.11,3766,3766,3766,3766,69140.14,28620.025
"10167_964.784_7.118",22570.98,15052.385,11877.093,13147.459,9181.58,25288.121,5176.4023,65469.516,41739.035,78570.086,106689.086,60772.598,20129.184,21303.934,34351.387,57262.984,13080.291,15623.978,68582.2,67222.23,15524.332,39451.297,18964.445,42861.426,29746.834,22439.709,60958.234,32017.684,55750.86,24154.223,47964.305,133567.95,17832.422,56146.348,59326.863,3766,56251.98,37556.508,10442.668,53605.223
"10170_896.797_7.114",150589.81,120682.695,71462.016,16755.5,13783.638,45193.66,5238.192,46689.547,26458.754,35779.895,5495.343,47448.67,81916.86,198901.42,51413.38,87194.51,22996.338,78047.6,56216.35,82408.86,40468.637,40582.215,80541.79,52002.426,51528.504,71950.58,46455.297,67890.47,70563.73,56254.45,72054.7,43649.652,69909.266,72226.75,73136.58,72262.61,62428.13,63768.332,69815.67,45157.098
"10176_413.353_7.084",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8783.322,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5747.2144,3766,3766,3766,3766,3766,3766,12569.787,3766,12670.012,21095.977
"10177_393.296_7.024",64053.367,11070.71,42789.957,4728.24,5247.6377,56227.156,12174.677,39552.082,53912.074,10688.365,49182.36,20538.447,23151.965,30312.158,34244.816,65781.266,9927.571,34888.195,42200.38,33475.51,7797.2466,28942.852,15999.031,9710.655,10559.447,8261.16,19393.977,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10178_647.459_7.091",3766,10736.045,6312.116,3766,3766,1391663.9,3978.562,3766,25947.242,3766,13203.417,13479.435,764628.4,3766,1681384.6,3766,4052.3367,14930.812,3766,45967.72,3766,3766,6109.697,56166.695,3766,3766,3766,3766,8507.998,14032.543,3766,17515.496,3766,38112.203,79565.555,153997.34,104063.55,9924.492,197905.67,174112.8
"10180_531.387_7.117",24247.512,6894.295,13013.485,17393.344,6285.51,28664.734,16044.216,5789.293,27197.484,33307.477,8276.524,37663.633,6202.062,32638.795,48535.832,44952.758,34799.85,17656.49,11115.822,14082.212,41212.133,12292.283,49018.543,6616.637,11635.688,27017.348,31630.012,17872.225,36192.758,18422.402,16454.512,27663.344,33788.867,16838.975,39470.27,32690.598,36337.914,46919.17,47261.555,39431.938
"10184_304.3_7.056",84470.055,60264.96,90092.37,66565.23,60993.12,13609.207,57289.816,97102.12,84846.1,102505.445,15501.492,23313.701,94381.63,64133.63,34272.7,484690.5,55542.64,79355.59,102364.94,93676.4,445442.2,104145.88,89927.33,102797.18,101676.45,27702.678,442030.1,48199.23,85304.984,86008.32,81267.445,40901.93,81926.92,87105.66,90061.31,33108.723,90964.945,88740.15,88414.8,83232.31
"10191_207.124_7.095",56258.9,58461.06,49997.01,58454.207,26146.193,343931.88,44761.27,31376.633,50917.145,60074.45,41237.71,50370.254,60403.715,59696.58,39373.184,48630.797,15685.311,58120.938,35188.168,97623.76,28293.037,45690.312,22814.795,55688.48,11244.134,44005,29969.328,54036.316,55287.57,12469.314,36894.91,34778.777,46573.254,141513.31,32115.701,36718.418,57919.758,56769.223,56869.605,45164.51
"10193_796.607_7.105",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,17914.645,3766,3766,13965.634,3766
"10196_388.357_7.155",3766,3766,3766,10421.038,18382.213,153484.6,12984.64,9138.116,9117.905,98475.37,8379.297,10218.998,51869.387,99201.99,6262.178,6526.038,9785.581,8478.086,96110.78,98252.02,92245.375,122744.86,7492.9834,6326.8853,53788.438,78552.164,89705.77,63212.63,88674.53,115824.03,105013.75,88910.46,100895.92,52321.527,96043.13,86280.65,92037.984,95610.14,47265.96,82002.414
"10200_750.407_7.11",8617.076,32240.928,57102.39,45053.43,3766,1507850.2,19377.9,46872.223,145054.39,36617.812,126326.586,126401.49,1223380,5213.997,1748260.6,3766,99878.47,102307.41,3766,114005.94,3766,29104.312,72143.805,133654.1,10992.406,3766,3766,3766,39206.035,23100.725,15824.151,65370.945,12138.295,61101.195,82845.945,208559.06,159170.28,13606.992,254728.72,239173.7
"10206_880.717_7.145",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10211_610.624_7.048",86418.766,87992.35,62335.445,49547.25,106911.79,56354.477,94439.36,64158.74,75700.875,41814.49,62453.074,46316.125,34497.316,92636.164,34238.56,109267.38,86580.34,67719.85,78247.664,66766.6,82533.63,69536.23,73645.01,43838.812,81972.44,5575.208,100809.14,3766,11086.222,3766,3766,3766,8541.398,8932.339,3766,8122.7905,3766,3766,20765.062,21421.71
"10220_559.517_7.059",41086.73,15235.999,20262.506,16218.774,29426.646,27225.7,12323.533,19810.328,18929.906,22284.752,28552.635,13482.911,21259.113,57214.67,34650.996,71737.23,21571.71,8795.966,42103.586,48175.15,62463.676,55533.44,48871.52,36869.59,17877.21,3766,67465.93,3766,3766,3766,3766,5862.195,3766,3788.3333,3766,8645.755,3766,3766,13300.317,14961.791
"10223_298.31_7.132",3766,3766,3766,3766,5839.955,3766,3766,3766,3766,3766,3766,3766,18679.223,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10225_906.826_7.199",120689.43,54951.83,90134.26,40793.45,13639.09,75874,19415.156,127468.26,32886.46,112668.625,93262.11,116027.055,134250.77,140534.42,133425.08,142090.53,66053.03,121206.4,136367.25,147236.8,74248.72,142712.47,153301.22,77945.18,155888.05,74885.14,152409.08,61438.613,68126.016,107163.06,98565.01,32429.98,94300.85,74794.98,33792.75,113806.53,109957.21,100303.58,88620.79,89738.734
"10226_1042.801_7.194",35839.44,11027.461,53638.438,11943.339,3766,24697.115,3766,69716.73,37100.836,131294.14,40796.945,61578.46,47550.9,41203.227,38600.11,79672.08,60201.21,65909.43,46908.11,67331.32,183361.06,71386.14,84172.82,62329.395,89027.63,22550.96,88442.016,39290.2,22914.3,100026.69,17922.943,13659.14,9438.179,48442.965,50508.992,34999.43,58423.77,11829.338,52227.215,48398.543
"10230_750.793_7.132",9344.108,29758.139,21731.893,19573.848,9432.71,13415.914,6175.9224,10470.766,42356.727,11662.238,45183.367,43273.777,32293.795,10482.53,34846.832,33472.42,17671.928,10346.807,25645.934,21253.57,10379.067,20849.066,6974.4087,13080.8,4414.0337,42283.1,13643.916,158071.02,22004.31,21801.537,10528.718,22433.295,37799.895,25209.977,20217.398,21644.389,5654.3564,3766,14232.387,19164.324
"10231_294.939_7.202",211922.1,165686.4,207416.17,167440.64,139229.27,189171.06,143579.56,219025.55,195798.22,226080.31,191349.8,213886.8,214742.19,229861.44,228085.84,224152.28,219281.64,217203.64,219254.9,230606.78,231452.52,226380.66,223702.55,220393.73,234512.12,189975.33,234404.95,193505.33,191532.75,190655.61,197354.53,185493.12,194913.83,198300.38,197081.27,198202,201624.14,195187.83,207841.84,195442.98
"10247_927.188_7.181",3766,73818.81,3766,16125.2,78334.81,3766,69935.734,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10251_443.334_7.164",99758.9,83333.16,98049.12,84989.13,68759.37,13975.814,18489.938,42258.96,92274.6,105112.1,94421.85,16696.773,107019.78,90993.77,113346.51,53582.305,103589.19,99381.234,111413.445,112636.086,74226.91,107757.2,73354.44,87153.164,112182.2,46062.625,92680.22,24871.35,98775.055,105997.76,101325.94,91147.05,100412.08,102941.76,105855.53,105911.1,107112.664,103437.86,103496.414,101325.66
"10252_242.925_7.186",21527.342,37488.145,60119.832,28902.605,4387.336,54171.414,46146.902,65373.164,6598.5674,62024.27,56668.004,25567.709,51782.137,55422.22,35583.438,53543.61,53088.08,61939.79,62336.11,69992.516,72142.23,65912.27,68552.2,43654.926,67185.37,32305.352,72362.766,54640.547,59114.125,61447.734,62513.95,56224.664,59758.996,62210.867,62717.215,30557.947,53940.81,59120.13,35620.74,60456.53
"10256_352.897_7.149",205532.34,198957.03,209424.77,196538.3,170447.92,210391.97,183882.78,199246.25,193935.2,192845.36,210384.88,205378.7,196389.44,189506.28,191685.44,197194.55,206532.98,198168.58,119686.51,186894.17,190180.3,196122.86,186634.72,192972.56,187348.47,123033.23,187700.88,222275.45,209718.61,192488.19,212398.66,204877.28,208940.31,195630,202461.92,188310.77,184758.58,196566.94,187145.38,188258.36
"10258_591.495_7.115",3766,3766,3766,3766,3766,3766,3766,3766,13745.239,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4809.246,3766,3766,3766,3766,3766,3766,3766,3766,3766,42561.96
"10259_726.529_7.159",3766,3766,3766,3766,5111.5073,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4452.286,3766
"10261_265.962_7.205",73326.21,10911.797,91426.44,6394.7617,66183.32,81833.97,69292.51,89663.586,59108.16,89549.07,87092.61,85394.21,91130.266,94322.81,94998.72,92212.98,83657.82,82501.73,94454.17,97093.74,94737.555,93220.01,96135.13,81255.35,99209.97,71951.53,98095.25,71525.24,60289.44,77932.92,73284.83,51574.855,56091.824,80009.7,82454.016,79315.43,79930.336,79865.58,82837.75,31351.025
"10268_1056.296_7.212",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12667.168,3766,3766,3766,3766,63294.75,105537.76,292782.75,3766,189451.64,102586.93,101087.72,3766,253473,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10272_457.35_7.178",19359.623,45665.484,54078.91,27918.48,15759.41,35302.43,24514.523,62175.824,51768.594,45875.895,23653.326,130068.28,44410.414,62128.33,52030.418,25821.04,37821.555,16532.072,63542.125,61906.324,36823.453,63101.844,79112.65,50455.324,64147.95,52942.824,34296.633,35251.734,24872.053,32693.863,29311.77,56587.508,55535.41,58941.926,164556.73,55836.574,52674.957,59170.805,36959.527,46235.71
"10281_943.634_7.144",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10058.967,26441.393,3766,3766,3766,3766
"10284_473.345_7.169",16752.662,7944.564,31509.105,33722.434,7314.714,28676.215,12656.929,27952.883,19193.66,47146.473,24786.969,86851.79,7707.6797,49173.29,35256.42,47986.918,27491.465,33273.094,29557.219,39208.188,24523.42,16238.041,47274.258,48494.39,117811.984,19816.467,45605.863,6415.24,18003.15,18416.004,44131.312,15358.207,11708.789,39466.742,11104.032,20710.645,20739.98,35880.82,18356.14,46116.598
"10286_230.14_7.178",44194.41,33114.74,18483.373,27030.83,20074.824,17959.477,24725.312,27213.527,33862.004,33767.293,34376.207,24101.498,23376.137,17041.451,98137.04,35595.8,39289.254,24337.562,42201.617,31505.275,46588.875,24649.07,20605.312,18369.562,15367.628,41031.285,16473.701,39266.16,41598.344,32709.154,12138.182,41587.72,11968.345,17836.934,25717.791,37922.742,9628.535,41309.035,18552.8,23727.797
"10293_488.872_7.186",253406.34,236953.97,245529.39,221889.34,190947.33,255577.17,203513.45,257432.78,247252.45,245015.44,254133.55,259253.77,254025.98,246230.3,250078.61,249990.47,249902.78,254122.27,253645.48,241202.03,245392.45,254945.17,1687502.4,238492.45,250902.72,270662.53,246706.05,264635.28,251238.02,247483.64,262144.3,255124.1,259605.86,253193.45,256490.45,242349.33,239403.14,251700.89,235355.33,231135.44
"10300_636.555_7.202",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"10302_546.831_7.157",31789.863,51200.504,14141.091,39619.863,28296.43,29230.68,58252.277,27743.43,27756.746,25018.15,40868.164,25276.488,31848.734,25191.916,50667.324,10150.893,39756.85,42193.605,43283.09,19615.256,36778.383,19678.104,10260.354,21033.53,14777.681,69250.44,27262.91,24555.51,60685.547,54729.953,56851.316,59743.113,35573.33,31685.908,22072.125,6797.6475,39498.785,16411.615,46818.473,33866
"10303_974.813_7.244",91023.555,13737.348,75735.61,35827.656,15509.389,70041.43,5038.2896,104360.516,51535.746,52951.105,16988.613,86191.625,88834.2,64017.07,48725.83,102978.42,33563.945,87823.31,98538.39,110246.516,117505.57,48788.625,118524.23,101894.58,122031.74,13497.127,120690.92,59206.957,57097.508,44325.895,68055.34,29185.295,70600.82,69748.766,30734.836,82322.195,84033.63,70665.875,6561.54,61309.25
