"","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A15M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A45M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_A5M_Pos_MS2_rep3.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep1.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep2.mzML","DOM_Interlab-LCMS_Lab15_M_Pos_MS2_rep3.mzML"
"599_330.167_1.639",8115,8115,8115,20469.166,15956.466,9916.38,56446.676,109784.67,62697.77,8115,8115,8115,8115,8115,8115
"13987_330.206_7.44",8115,8115,8115,87795.18,137720.55,133909.12,37319.32,65909.05,64591.043,89482.29,131323.45,123976.82,96864.24,115502.375,114458.28
"35565_330.21_12.259",8115,8115,8115,158126.25,165706.83,153515.78,140290.25,127207.59,124692.68,122599.11,115679.86,111507.02,131020.47,124041.68,110088.16
"22719_330.243_8.785",8115,8115,8115,1809873.8,1874166.5,1999691.5,1900283,1864121.2,1989946.5,1335278.9,1293388,1303523.8,1190868.1,1270900.5,1154480.9
"17916_330.243_8.017",8115,8115,8115,345508.44,340989.94,342344.22,187103.97,208090.75,205133.28,443038.2,426744.88,429917.4,400402.12,448056.97,443314.06
"28044_330.243_10.089",138778.58,131040.98,139911.53,32525.998,36495.39,37875.91,97426.375,90897.984,105122.234,9380.424,10006.491,8978.843,8115,8115,8115
"15126_330.243_7.594",8115,8115,8115,79879.69,87191.28,85921.945,34500.242,24393.438,26148.373,90065.73,77426.59,76174.375,68091.05,75174.8,82326.23
"35672_330.264_12.201",8115,8300.966,8337.199,52359.145,62671.5,61025.637,96796.52,76624.37,75369.97,45039.86,41924.832,46947.477,34978.77,33030.297,40432.637
"32532_330.301_11.227",8115,8115,8115,31437.229,25524.396,27799.86,8115,8115,8115,103636.1,107713.59,103616.414,127998.59,140364.56,128042.99
"32002_330.301_11.083",8115,8115,8115,9754.565,14367.178,13435.319,8115,8115,8115,50833.31,55494.26,55170.4,66693.766,68627.055,65349.18
"1897_331.129_5.201",8115,8115,8115,35974.395,34959.504,36206.9,90147.97,76834.54,74913.516,158893.78,97724.97,48648.832,34186.387,112966.195,97691.71
"460_331.15_1.197",8115,8115,8115,219512.11,197443,204011.12,340723.16,343899.53,344094.8,132104.06,171431.05,131297.33,156267.1,146110.88,143018.69
"229_331.15_0.808",8115,8115,8115,67512.81,66117.43,68999.414,98969.734,130755.73,128724.63,47795.637,44891.625,61401.184,41732.273,46731.36,45561.53
"23095_331.154_8.847",8115,8115,8115,870175.4,172651.72,206439.38,259373.27,53409.47,271187.28,182666.64,182711.56,185170.44,176068.88,199655.2,179811.83
"20613_331.154_8.433",8115,8115,8115,139456.61,230467,211353.02,158566.95,133258.05,232869.36,83282.734,183746.03,197706.9,197194.36,1957260.1,152448.72
"21725_331.155_8.598",8115,8115,8115,223627.78,211647.48,225488.66,101070.1,273166.28,70843.75,194134.36,156725.58,30315.906,538373.4,155614.97,193583.28
"19751_331.154_8.307",8115,8115,8115,220650.66,232861.11,241529.47,209324.81,133835.34,191085.4,203382.73,148179.3,1029972.6,1065153.4,181976.8,201641.6
"25588_331.166_9.426",20137.469,21034.55,25308.652,53806.035,48738.637,53099.19,86679.5,85411.38,84206.98,23261.422,26851.48,24384.266,18084.746,20823.84,15902.574
"13577_331.166_7.368",8115,8115,8115,60431.984,64141.188,29922.09,32561.018,60155.36,60204.945,45789.465,8115,34863.9,22694.447,24481.314,22668.965
"27093_331.19_9.815",34795.734,29003.582,26151.344,12401.486,8115,9018.027,22499.395,18280.295,19502.705,8115,11216.98,8115,10158.625,11507.286,12087.348
"24841_331.19_9.243",18860.309,21764.25,22412.371,43176.133,19869.04,9134.124,20602.084,11367.543,8115,19928.514,20586.73,9207.531,26534.646,10562.516,15020.054
"31602_331.19_10.983",8115,11145.285,17509.176,94187.05,329035.22,155276.44,205059.62,413514.44,228590.97,379203.2,124917.28,160758.28,371413.2,119184.5,362751.28
"30935_331.19_10.803",9563.72,8115,8115,1104457.2,110958.79,129102.17,106253.82,151645.97,112097.75,123425.57,132978.86,139471.72,111886.45,130231.91,88886.57
"12318_331.193_7.189",8115,8115,8115,38345.008,47369.31,49072.34,81337.69,66510.64,83376.44,30790.842,30234.246,34292.7,37092.707,29622.512,21823.523
"9411_331.194_6.772",8115,8115,8115,110859.61,113782.88,111353.16,303628.47,278083.12,300156,63416.688,57182.7,73927.06,47946.664,47457.324,62104.684
"12384_331.21_7.196",16603.865,17232.564,22315.875,325410.2,304554.75,310162.75,302386.06,308126.28,325322.22,242600.84,274393.34,283519,248114.12,259311.28,288647.28
"38260_331.225_13.033",199390,207065.02,200405.66,212988,174517.64,203623.84,991393.94,1016998.94,971139.75,46135.664,23227.562,41792.46,8115,14443.431,21432.375
"39225_331.263_13.707",8115,8115,8115,59324.79,66595.99,62132.254,34461.44,28720.068,40972.84,40606.03,45704.89,45129.453,41109.88,40367.13,39834.547
"35906_331.284_12.309",2474018.8,2459968,2335210,358346.6,350486.72,338521.53,108327.086,121200.96,78135.84,87031.43,77368.89,72333.38,8115,8115,8115
"33884_331.284_11.61",663707.25,717542.9,697046.4,94826.625,98230.26,95251.66,9700.413,8691.064,11622.815,17962.281,22455.525,21427.145,8115,8115,8115
"35050_331.284_12.009",2526712.2,1793676.2,3990213,55470.953,447494.34,39308.473,19885.666,19460.182,35660.15,13205.233,15572.269,15573.318,8115,8115,8115
"33360_331.284_11.455",102339.68,98847.1,86049.87,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115,8115
"35380_331.284_12.125",573280.25,3421310.5,799864,1036399.6,1053734.6,980232.9,521754.53,545900.06,650810.75,131630.31,140464.22,145134.73,8115,8115,8115
"9381_332.186_6.76",8115,8115,8115,106267.016,162203.14,85846.72,34521.035,95001.32,92891.15,114227.81,84789.96,141804.94,105755.61,38460.902,94972.164
"27965_332.207_10.065",8115,8115,8115,43405.95,49204.28,53476.297,40110.242,46843.953,37754.668,37892.992,41498.758,39983.13,31414.12,37634.57,40765.98
"13393_332.222_7.345",8115,8115,8115,122766.09,108360.11,124318.98,112279.875,145154.56,155622.81,47481.41,47286.31,77743.06,43794.254,33018.67,42908.57
"11856_332.222_7.124",8115,8115,8115,82872.555,74630.64,75449.195,75549.91,22587.008,151793.8,32256.355,37709.637,51631.477,30536.947,36288.51,37702.914
"31723_332.225_11.008",42012.08,48538.973,51541.64,8115,15539.854,12442.181,124677.4,110832.52,93530.36,8115,8115,8115,8115,8115,8115
"33712_332.243_11.577",8115,8115,8115,164129.03,344733.97,190440.55,149725.2,259403.11,154257.7,140670.34,260650.67,155574.67,126624.53,148592.53,137600.06
"34901_332.243_11.952",8115,8115,8115,120428.91,108375.31,107212.92,104092.87,104990.29,93819.93,93937.766,77551.58,87232.97,87951,71450.17,72311.484
"34462_332.243_11.775",8115,8115,8115,61520.402,60255.35,53600.156,57219.812,51746.5,40938.355,54795.273,45281.523,38332.76,51936.316,42825.55,33803.957
"30127_332.316_10.624",8115,8115,8115,136159.58,132867.8,132885,152570.33,150161.97,147631.31,107240.484,128319.44,119553.125,116275.93,114145.33,117259.29
"34327_332.316_11.737",8115,8115,8115,29648.791,30893.37,30186.734,8115,8115,8115,87413.9,84664.47,78485.15,97956.74,99202.67,93044.46
"31055_332.316_10.834",8115,8115,8115,296963.8,304120.62,301644.66,326560.75,345483.03,330681.47,274174.8,270854.22,274568.16,276280,241510.47,247861.58
"39778_332.331_15.558",8115,8115,8115,8115,24476.99,8115,60244.668,8115,30782.898,8115,31412.773,17648.707,8115,250116.95,31096.145
"39618_332.331_14.747",8115,8115,8115,31174.89,35285.22,25567.354,176589.02,222394.12,108206.766,22409.457,28954.564,29509.96,22749.62,27657.049,40629.656
"39839_332.331_15.871",15627.16,8115,10207.232,840408.7,775245.4,761311.56,885366.56,923542.7,832657.6,903658.75,780292.1,668964.94,521250.9,724543.1,800968.7
"39576_332.332_14.518",8115,8115,8115,15446.968,20369.941,31939.918,28066.588,38336.406,232398.16,20911.426,15308.498,24723.52,25888.887,25092.576,32224.848
"231_333.116_0.807",8115,8115,8115,97114.23,107062.86,101668.14,72416.79,97406.875,96752.83,54566.97,57194.508,70495.95,62553.543,74298.38,60424.6
"378_333.116_1.042",8115,8115,8115,122928.67,67667.2,88823.91,55449.49,31476.66,84528.73,46634.1,115752.89,66409.586,43190.895,137601.95,56878.03
"539_333.116_1.413",8115,8115,8115,42936.555,94685.734,88920.15,57929.92,46326.8,139931,51016.44,46716.44,102941.48,40098.1,64644.594,107197.39
"90_333.129_0.782",8115,8115,8115,156065.81,194422.22,159990.05,82240.984,107291.89,94313.12,198291.97,165161.05,144297.02,137381.4,146719.72,216048.5
"317_333.129_0.99",8115,8115,8115,12836.649,50722.355,47199.184,67128.98,65950.37,23575.457,76064.94,12621.456,49937.945,79533.39,56136.06,38652.312
"10977_333.134_6.987",8115,8115,8115,212328.94,103012.234,134861.31,204593.3,167887.34,27508.672,184022.8,206517.23,199607.05,187198.3,321208.38,155928.78
"13162_333.134_7.326",8115,8115,8115,232362.28,608664.6,229205.28,212168.12,210124.62,236674.83,190490.31,206353.89,194970.05,190488.44,183604.81,210182.58
"13853_333.134_7.443",8115,8115,8115,220391.31,373789.6,225212.34,65246.89,169587.66,247504.17,158131.39,200997.12,226451.55,207325.89,166416.2,1179499.9
"15358_333.134_7.602",8115,8115,8115,231023.4,162082.23,230742.73,161911.89,155594.8,119176.734,205937.1,151455.83,201805.25,203346.33,955890,143633.1
"20486_333.134_8.38",8115,8115,8115,213429.62,212567.47,156032.72,241679.8,124182.41,274988.4,118473.01,134398.62,75324.86,184224.47,143376.58,177982
"21894_333.134_8.593",8115,8115,8115,208678.34,199659.72,205232.08,281777.7,70511.64,612871.06,115653,128805.34,89164.01,165188.95,82552.82,167529.67
"980_333.145_4.558",8115,8115,8115,90990.49,97488.66,101184.21,31175.932,39173.31,61554.664,87572.31,95503.52,101077.93,90318.625,112815.58,89553.77
"873_333.145_4.389",8115,8115,8115,145970.86,160151.66,135455.83,91747.52,91445.21,113321.516,114930.97,156446.58,158135.52,123053.266,109132.164,122230.83
"9125_333.145_6.701",8115,8115,8115,24328.05,88957.94,39394.02,38495.58,68447.336,50973.344,47131.293,67608.83,63026.27,52461.336,77708.43,52736.344
"10806_333.145_6.96",8115,8115,8115,34517.49,53736.613,70874.67,106134.68,27497.773,92818.195,47661.816,40740.73,41236.57,25500.25,23253.994,19566.316
"8514_333.145_6.607",8115,8115,8115,60387.375,33389.656,24448.344,104809.54,64410.55,106216.125,88075.35,86837.76,69477.43,22121.037,104255.375,54939.66
"9942_333.145_6.877",8115,8115,8115,34517.49,28589.838,99811.57,55178.406,52515.348,139290.3,58532.38,37789.465,71075.67,68106.11,27110.338,14707.727
"4502_333.145_5.904",8115,8115,8115,257657.44,116071.63,280966.03,421647.75,189949.12,116836.71,105600.21,164095.97,260695.16,97583.59,340905.7,225224.14
"7125_333.145_6.393",8115,8115,8115,46936.844,111876.54,161584.67,187274.52,186664.9,213051.14,109594.664,114357.22,111579.266,124729.8,119782.7,122979.08
"16914_333.145_7.851",15885.501,14475.297,16814.354,71898.56,42163.805,60104.543,121910.016,120505.266,97264.06,38132.2,22047.607,27919.143,30004.793,14842.245,19940.328
"5606_333.145_6.123",8115,8115,8115,119143.73,45042.836,162965.97,128757.234,248104.69,148256.11,235269.12,36206.434,101711.88,114316.875,53143.414,148615.12
"14513_333.145_7.508",8115,8115,8115,49578.75,33525.97,17286.338,21212.367,44679.516,68121.3,15275.402,15626.078,27260.973,9785.659,24894.818,19734.082
"1295_333.145_4.921",8115,8115,8115,261263.89,247550.28,162969.34,80607.13,83910.25,77040.49,251848.5,229837.83,223707.28,216428.78,199377.8,229382.17
"2100_333.145_5.304",8115,8115,8115,135021.14,113114,119536.45,42235.168,22887.6,114770.58,123108.34,117960.68,169314.6,219858.64,101694.39,86872.29
"1657_333.145_5.101",8115,8115,8115,131941.66,129681.08,130000.72,61746.906,101515.92,175257.53,114726.07,132361.45,129069.14,120970.47,124972.86,102249.87
"24298_333.169_9.077",8115,8115,8115,221001.6,170864.3,183779.52,158777.34,115669.6,112440.016,188955.83,211806.53,216629.14,194989.44,752727.2,177157.64
"32844_333.205_11.252",47674.27,55408.277,44163.125,41973.836,52111.555,60802.41,71396.75,57936,33585.773,52185.086,63091.816,66843.984,75723.016,47292.477,44310.6
"38700_333.241_13.294",84369.69,183985.52,145033.16,61308.098,141287.27,115277.52,176020.67,152758.84,98076.695,46853.438,24358.744,31431.184,8115,8115,8115
"39474_333.29_14.123",37579.375,40387.457,37057.79,10128.996,8115,8115,35497.223,40828.293,40548.42,8115,8115,8115,8115,8115,8115
"2287_334.113_5.351",8115,8115,8115,59743.02,54273.508,48467.66,74465.73,76835.82,78031.66,32537.78,38161.67,42659.727,29943.193,38053.84,36632.88
"2480_334.128_5.431",8115,8115,8115,132244.33,176191.83,49491.273,13522.563,74247.02,76996.9,62850.17,63813.824,91895.54,61152.496,73251.24,173323.11
"1670_334.165_5.133",8115,8115,8115,90851.11,78119.83,100929.38,168259.55,299622.53,122002.984,54447.1,71784.49,80515.266,75837.125,68116.195,53514.11
"978_334.165_4.561",8115,8115,8115,140397.9,270837.8,93645.664,75790.8,58939.223,77586.78,83044.74,97610.03,128740.18,119528.97,84026.195,59095.336
"879_334.165_4.42",8115,8115,8115,65822.38,70168.07,52076.08,77682.32,57215.605,72711.29,54249.04,59014.363,66980.83,61891.105,56508.363,62363.137
"1018_334.202_4.622",8115,8115,8115,70687.52,82908.48,61466.586,50762.246,49057.242,49354.977,85836.95,89946.984,93055.19,122936.875,82283.5,96928.77
"2825_334.202_5.495",8115,8115,8115,352640.16,397340.47,736398,115993.38,286199.97,108873.15,760517.06,481763.47,434131.94,424403.62,390111.12,499249.53
"6515_334.202_6.24",8115,8115,8115,90132.72,101197.2,117846.03,185006.56,66733.45,97085.58,23758.277,67495.45,121353.61,122744.07,70721.56,242974.81
"5510_334.202_6.112",8115,8115,8115,348938.47,207893.39,211014.17,438557.12,293948.03,112273.086,141757.78,227059.42,220710.5,137543.33,165468.61,150476.05
"4141_334.202_5.823",8115,8115,8115,427647.78,478382.84,429505.22,470225.47,476849.88,378237.66,406596.7,430344.28,405209.34,417912.97,392058.72,381705.25
"1574_334.202_5.042",8115,8115,8115,342321.84,145569.95,141516.66,129379.34,242228.17,104164.78,106051.96,318385.75,243017.44,311570.5,228029.02,303377.44
"89_335.095_0.782",8115,8115,8115,98701.84,81028.59,76392.1,78942.5,91421.06,66370.08,69250.75,87764.18,18730.998,70500.516,83629.88,74250.24
"808_335.145_4.204",8115,8115,8115,43237.176,43739.652,44359.414,228011.05,223706.11,231072.86,8115,8115,8115,8115,8115,8115
"19892_335.149_8.326",8115,8115,8115,1959674,1295711.8,294562.5,340701.16,313962.44,278425.75,2479895,253820.28,243428.64,183627.61,208246.38,1729178.1
"18503_335.149_8.138",8115,8115,8115,275784.34,287411.25,2120755.5,126754.02,292384.6,310826.12,263637.12,139328.7,256877.28,218455.31,216957.7,218014.61
"16471_335.149_7.819",8115,8115,8115,272785.44,750791.4,279865.47,272750.25,260476.62,305415.72,243657.72,241402.81,1279714,226263.72,227953.67,245825.33
"13834_335.149_7.475",8115,8115,8115,446568.66,167642.97,167986.22,243741.02,240097.72,93080.06,230239.5,237741.1,249352.77,232697.83,236601.06,244175.45
"2371_335.16_5.372",8115,8115,8115,426118.3,786359.25,299722.16,724723.56,696225.6,426450.25,307848.16,619221.75,283201.12,688256.6,365550.5,236830.02
"3517_335.16_5.683",11386.744,11780.125,12214.81,320832.22,342816.38,307076.7,627918.2,597578.75,622075.1,221822.19,236276.08,289010.16,441436.44,183660.77,238173.16
"6948_335.16_6.364",8115,8115,8115,139251.73,126149,232812.11,184775.16,190642.9,179921.75,251318.81,114068.25,198562.34,334226.28,189455.62,132180.38
"12395_335.16_7.206",8115,8115,8115,46567.75,57474.29,43394.67,63506.22,90715.45,93149.35,46566.785,48219.254,41819.848,43922.562,33151.5,37980.117
"17101_335.161_7.874",8115,8115,8115,8115,16715.693,13960.081,14492.779,9777.381,33365.926,25262.43,9034.542,13006.288,8115,8115,14253.293
"22182_335.161_8.682",8115,8115,8115,10066.431,29789.871,22026.432,30865.01,8115,23318.484,9196.214,21629.064,21986.447,12942.283,13358.2295,16704.016
"492_335.181_1.268",8115,8115,8115,59943.492,58466.21,60269.445,74112.375,44380.992,70734.88,46404.168,37723.06,54880.645,46064.535,43774.87,43096.4
"35443_335.183_12.139",8115,8115,8115,54965.23,44267.78,51825.773,88718.54,92723.9,95578.92,53129.688,44456.523,40584.145,32852.477,46390.57,49952.64
"30945_335.185_10.801",25708.098,26542.143,21516.059,143333.19,170355.16,191120.72,249957.95,269918.66,227226.08,104652.06,146824.14,142717.75,89917.484,148330.31,137717.58
"30251_335.185_10.647",27210.95,29628.951,29181.707,164665.89,348238.72,192827.19,286487.7,283180.28,203571.1,1414854.9,105982.195,916803.2,151442.66,921121,135376.27
"31349_335.185_10.9",23105.016,20664.367,18151.133,113552.93,177089.31,129442.766,252278.97,239254.81,96595.14,45201.297,134646.02,65110.836,84275.87,125292.62,94360.96
"28943_335.185_10.372",13933.589,11934.92,26237.834,469891.12,372868.62,481862.6,241316.48,224767.08,120378.77,158069.28,153996.92,155752.44,382309.38,109837.55,154173.73
"33519_335.185_11.499",8115,8115,8115,79450.87,92601.12,95147.88,188687.89,158076.94,219940.77,48393.31,73953.625,31148.787,20832.102,65511.73,48662.03
"32731_335.221_11.271",29732.871,48015.195,40678.297,43182.82,37874.855,25612.496,33335.656,8535.539,22884.926,30596.004,29495.678,19047.37,8402.09,21143.375,27722.658
"36658_335.22_12.525",8115,8115,8115,75633.03,60245.652,103390.1,275576.94,393492.97,366449.53,74683.09,83723.51,83783.875,86780.63,84815.15,43211.953
"36121_335.22_12.355",11789.037,8115,8115,182415.58,138987.3,193202.31,221863.92,282535.56,302021.5,75207.58,166209.33,208709.33,165038,187757.6,148678.25
"35422_335.22_12.161",17924.219,17516.656,11075.721,189179.31,151812.03,135850.34,349350,371241.34,363372.94,165601.39,115770.15,102689.875,366743.28,464619.38,146855.39
"34583_335.221_11.831",8115,8115,8115,100159.42,91434.375,91685.22,464881.16,350067.53,341061.3,68359.27,86831.43,69519.234,98040.016,87721.664,66486.35
"38432_335.258_13.109",8115,8115,8115,264148.5,238071.47,253294.33,437622.1,357448.78,286961.84,113667.44,222528.9,156893.89,138872.78,153024.81,160146.33
"38710_335.258_13.242",8115,8115,8115,75599.766,60912.883,80828.09,91141.97,102625.65,66993.48,64163.14,58120.04,56842.074,57257.234,51075.746,54077.703
"35104_335.279_12.015",8115,8115,8115,59764.008,58115.676,64814.887,67234.32,67897.72,74685.17,42176.105,47695.445,50029.65,54274.53,49765.973,50522.266
"91_336.097_0.778",243772.28,248206.84,256105.38,8115,8115,8115,47865.156,26660.7,53699.574,8115,8115,8115,8115,8115,8115
"316_336.096_0.995",127831.58,75224.91,53480.895,8115,8115,8115,95559.625,81237.36,44305.336,8115,8115,8115,8115,8115,8115
"830_336.18_4.269",8115,8115,8115,66844.08,85625.4,84454.44,32479.715,61591.4,67329.3,85369.76,85615.164,67686,80376.28,66177.766,77248.61
"604_336.202_1.695",8115,8115,8115,58155.223,66425.95,63730.48,48523.574,45948.14,48554.867,51384.21,54989.56,57980.406,62909.53,74517.51,69912.6
"859_336.203_4.353",8115,8115,8115,76088.33,77554.28,74407.99,95485.57,100797.34,104837.43,47107.94,42299.895,44864.152,37698.22,36294.703,40696.39
"35211_336.216_12.063",69095.57,71130.38,69159.48,50464.727,67067.59,56775.168,260638.6,245193.33,260346.14,11146.7705,10096.6455,8115,8115,8115,8115
"38763_336.216_13.288",13798.613,14470.663,15952.888,25826.787,25365.12,24631.607,59508.023,81000.445,52839.016,8115,8115,8115,8115,8115,8115
"5935_336.217_6.177",8115,8115,8115,462497.22,439613.4,478400.8,403616.94,450910.53,391661.12,459677.5,476685.8,431609.66,446998.56,406130.78,409816.7
"7500_336.217_6.453",8115,8115,8115,209796.89,238766.3,290206.6,332206.66,230370.16,239432.16,242786.39,197392.73,223512.98,269460.4,202055.73,247190.88
"3900_336.217_5.771",8115,8115,8115,166723.69,155285.25,212811.23,107420.52,115449.375,145053.56,109646.055,87169.98,99877.62,289528.06,127058.21,119641.336
"19676_336.217_8.281",43807.773,47063.96,45290.723,53532.555,40107.805,55377.94,137892.05,152668.73,168591.12,13307.648,9314.4,12430.256,8115,8115,8115
"5311_336.217_6.083",8115,8115,8115,225002.97,276976.47,185747.52,125436.19,136220.38,122058.58,151933.52,236249.48,176938.53,186346.7,158827.22,144362.97
"8403_336.217_6.554",8115,8115,8115,150283.6,106326.44,118071.37,146901.52,224165.48,198246.6,152842.28,115230.4,124369.03,113298.97,130358.195,133557.97
"18705_336.217_8.141",45216.93,49406.53,47913.203,56330.094,52719.492,55503.242,225101.9,243034.14,206105.3,13360.129,16559.643,11823.827,8115,8115,8115
"22445_336.217_8.735",19449.6,19755.023,21488.111,13726.578,14701.934,16574.34,58417.12,29099.719,53648.58,8115,8115,8115,8115,8115,8115
"37790_336.311_12.868",14185.631,15266.505,13747.67,178097.5,167694.66,162291.84,162327.7,151452.33,155030.16,125658.76,133938,134481.97,117119.36,113588.83,118560.266
"34006_336.326_11.643",384243.53,398679.2,345792.06,132081.72,123342.63,128816.01,339089.84,458149.62,406411.62,33186.42,29760.309,36719.23,8115,8115,8115
"34444_336.326_11.748",268808.22,297894.66,189915.5,103209.52,90978.71,82688.84,293995.34,262234.4,262558.34,23845.148,19928.35,23085.54,8115,8115,8115
"39596_336.326_14.626",8115,8115,8115,8115,8115,8115,8115,8115,8115,26394.041,24133.637,26671.523,18766.457,19922.447,17309.846
"910_337.14_4.475",8115,8115,8115,506895.84,554822.94,386301.5,395381.4,335135.12,291900.44,235990.3,486790.88,194802.22,387885.56,468328.72,492070.7
"2401_337.14_5.377",8115,8115,8115,285038.25,683441.2,529719.5,449098,365845.72,369309.8,204237.47,990912.06,830341.8,883702.06,680649.9,845284.56
"1416_337.14_4.983",8115,8115,8115,572281.9,191119.69,550156.06,175920.6,614670.25,227680.14,171658.44,172055.17,168381.06,159337.06,154444.6,160689.08
"10214_337.14_6.854",8115,8115,8115,104385.664,108171.96,90953.664,113963.15,159847.4,78787.44,29615.598,46946.926,67258.99,62664.598,71642.25,30796.607
"5751_337.14_6.159",8115,8115,8115,191107.98,145039.98,720902.9,237150.17,260622.61,185647.19,103053.06,118867.91,161749.22,88561.96,277611.47,85701.86
"9099_337.14_6.722",8115,8115,8115,105955.13,84359.94,100047.84,171195.61,165951.66,223738.62,75895.04,71422.31,61787.035,55773.406,80034.59,28308.85
"6511_337.14_6.273",8115,8115,8115,133426.44,154437.66,133625.62,162120,158469.61,154952.28,141892.31,141597.67,155561.44,233960.14,114664.45,92959.016
"10941_337.14_6.994",10475.469,11991.347,13324.15,81539.5,57039.91,27378.494,50159.652,85576.16,54780.562,84797.97,63471.86,57532.875,66309.5,66890.51,44793.23
"27553_337.144_9.939",8115,8115,8115,17333.422,25286.947,39577.12,32056.885,19793.55,39942.168,22571.012,36033.297,27080.178,8115,21026.736,29967.57
"26320_337.144_9.635",8115,8115,8115,23202.725,42935.758,30859.309,55082.633,28426.047,29190.19,37392.44,15452.295,28740.453,19266.648,11528.219,22363.467
"27957_337.163_10.065",8115,8115,8115,206121.72,208012.6,170414.89,207039.19,166411.6,166512.86,111138.97,128224.67,154825.52,181699.98,131095.03,161144.8
"26425_337.164_9.62",8115,8115,8115,128281.79,99585.375,133378.67,206173.64,243604.17,177323.25,162200.03,134290.06,130877.65,151641.66,113609.336,119243.86
"26927_337.164_9.771",8115,8115,8115,177082.14,153709.4,111798.04,180510.75,205535.16,129447.74,152565.95,91136.94,62493.25,102106.35,141610.22,107853.164
"5071_337.176_6.058",8115,8115,8115,65786.66,131924.7,141650.83,204898.6,361524.2,318406.28,58395.64,102222.37,107777.445,63389.434,31779.762,104152.06
"33993_337.18_11.643",8115,8115,8115,187978.38,46187.156,38750.844,36084.74,122332.875,18197.207,37067.312,36857.777,38494.906,27721.344,50428.12,44383.41
"34803_337.18_11.916",8115,8115,8115,30892.135,25646.46,38108.523,30959.008,15453.115,23352.812,37662.297,39200.055,35308.2,37395.746,22572.035,47938.29
"34909_337.199_11.949",8115,11768.223,8845.059,548707.2,665843.5,642438.5,700526.7,638178.8,674883.5,627570.25,612006.3,481975,518341.16,592835.5,548129.5
"33739_337.199_11.63",18796.1,33364.125,33818.03,441476.84,318863.84,434797.3,307518.38,399111.16,356192.88,330367.28,301224.66,617135.7,339627.12,293106.75,275306.97
"34458_337.199_11.762",9327.808,18737.82,8115,349831.53,294483.34,330553.12,370005.47,304832.06,329266.2,274535.94,272415.5,269825.34,322414.12,238553.72,268502.1
"31354_337.2_10.876",22019.713,24425.037,36694.484,44292.273,127314.17,124523.27,32817.64,53171.05,21378.674,58705.664,139121.7,98700.336,126788.61,120483.28,112540.87
"36733_337.235_12.546",15838.255,15340.07,15324.122,353028.22,404099.1,362379.94,5972502.5,5324757,5406773.5,77528.164,48548.953,74509.98,8115,32358.72,26990.65
"33571_337.236_11.551",39014.754,42663.527,42669,16356.696,11554.513,15589.697,45255.527,24157.135,19715.059,41750.066,12603.03,22013.926,26861.664,22831.754,15017.896
"34799_337.237_11.919",25626.086,58659.258,64724.176,176859.92,90613.44,159761.44,87221.65,177460.97,123622.2,202630.36,87992.27,100812.19,136519.88,50478.695,44790.465
"38151_337.237_12.972",8829.022,8115,8115,46775.43,12747.652,41540.242,286357.25,230635.05,237353.8,33048.18,19123.404,29307.58,14721.328,12975.274,11126.262
"37804_337.237_12.862",8115,8115,10678.743,96793.06,130797.17,99424.914,274806.28,264472.9,223440.88,43626.28,92190.32,59918.836,74483.78,64936.25,68605.32
"38630_337.237_13.164",8115,8115,8115,19892.998,27287.842,9778.675,66172.195,63638.53,88669.17,8115,8115,8115,8115,8115,8115
"35018_337.274_12.004",100410.836,62568.96,68462.42,20531.467,23094.98,23178.125,8115,8115,8115,8115,19808.547,22695.225,20270.385,12486.539,19369.918
"38976_337.273_13.415",8115,8115,8115,72379.49,118065.35,104541.086,171779.27,113519.97,93447.96,80224.664,60438.312,62854.133,44038.82,73575.88,79252.58
"37878_337.273_12.897",8115,8115,11907.026,169350.6,111977.34,103916.48,116769.83,188572.14,149670.25,98878.14,98596.17,70428.39,66691.195,88398.125,89414.63
"39202_337.273_13.627",8115,8115,36984.77,62027.79,8115,16070.169,31505.586,20147.188,8115,8115,8115,8115,60329.727,8115,8115
"4335_338.16_5.869",8115,8115,8115,153735.08,227058.67,568872.1,183358.27,506907.34,204540.08,105288.234,736081.44,131378.19,126194.54,142620.62,124258.18
"651_338.181_2.132",8115,8115,8115,202359.97,198683.14,201556.4,206376.48,262385.38,221789.97,187257.7,202841.67,189144.17,203177.58,201032.44,207957.14
